timestamp,x,y,theta
2025-03-02 11:38:31.403,0.0,0.0,35.055200813833466
2025-03-02 11:38:31.420,0.0,0.0,47.253709813997155
2025-03-02 11:38:31.430,0.0,0.0,53.655872900757096
2025-03-02 11:38:31.593,0.0,0.0,57.64314524467709
2025-03-02 11:38:31.797,0.0,0.0,60.355792157982314
2025-03-02 11:38:31.805,0.0,0.0,62.12448884646097
2025-03-02 11:38:31.834,0.0,0.0,63.452895406374935
2025-03-02 11:38:31.888,0.0,0.0,64.38945361433036
2025-03-02 11:38:31.942,0.0,0.0,65.06203053684015
2025-03-02 11:38:32.047,0.00768044904964324,0.0165548794501729,66.11872876888746
2025-03-02 11:38:32.151,0.283527475585368,0.6413661476941411,67.56413742803923
2025-03-02 11:38:32.368,1.2640547903402621,3.0033528621939802,67.68392646539965
2025-03-02 11:38:32.515,2.025367306848679,4.843907404255239,68.10759388888474
2025-03-02 11:38:32.764,4.137837415163469,10.055925471178757,68.3027771695197
2025-03-02 11:38:32.890,5.222144949084276,12.738495800603244,68.54375725295448
2025-03-02 11:38:33.273,9.62386780793818,23.79118103548242,68.66650308862687
2025-03-02 11:38:33.313,10.013028435020574,24.763521613024224,68.48676264704096
2025-03-02 11:38:33.374,10.592474654472737,26.20984152636711,68.29017240779415
2025-03-02 11:38:33.380,10.66940160817077,26.40211115770735,68.22056601969577
2025-03-02 11:38:33.436,11.41325037007688,28.2602570692347,68.1506674320993
2025-03-02 11:38:33.561,13.181000334548088,32.6753738403922,68.31364155332409
2025-03-02 11:38:33.765,15.978067596279926,39.675017429132645,68.10104722765698
2025-03-02 11:38:33.956,19.096982335242807,47.47075908573948,67.76542160140315
2025-03-02 11:38:33.998,20.020658904026835,49.76171637096127,67.43154445254127
2025-03-02 11:38:34.131,22.358050641336657,55.56005016011542,67.2609815688376
2025-03-02 11:38:34.541,30.716303535974422,76.21617248303416,66.99317269658748
2025-03-02 11:38:34.743,35.472405602731456,87.8839414774234,66.65226391668011
2025-03-02 11:38:35.035,42.67532172830899,105.47899716570363,66.39512245136154
2025-03-02 11:38:35.899,62.155234791802705,153.26440717298874,66.54545202197377
2025-03-02 11:38:35.906,62.11971261792064,153.20580577184455,65.61220187965286
2025-03-02 11:38:35.911,62.23078955793354,153.47850181604767,64.68085331437423
2025-03-02 11:38:35.915,62.31965110994386,153.6966586514102,64.14158708090255
2025-03-02 11:38:35.919,62.408512661954184,153.91481548677268,63.639057911066004
2025-03-02 11:38:35.923,62.497374213964505,154.13297232213517,63.239249244637634
2025-03-02 11:38:35.926,62.56402037797225,154.29658994865707,62.97777299210586
2025-03-02 11:38:35.929,62.556970855130125,154.31569873435504,64.11984110041223
2025-03-02 11:38:35.988,63.685235641024605,157.15710846104642,64.27151255320409
2025-03-02 11:38:36.202,68.1049964449993,168.13794752518095,65.1186084727532
2025-03-02 11:38:36.282,69.7552366237311,172.2350126711515,66.25272168513182
2025-03-02 11:38:36.506,74.42778814957431,183.8126906175663,68.07972918857209
2025-03-02 11:38:36.612,76.65475224202305,189.327985610906,70.12226953723189
2025-03-02 11:38:36.735,79.24037997802792,195.73275633633855,72.05027061712491
2025-03-02 11:38:36.978,84.33557591451957,208.34813072079186,72.97200150454117
2025-03-02 11:38:37.051,85.86592600088495,212.1367355602231,74.00874981044011
2025-03-02 11:38:37.057,85.99126462753772,212.44655700342943,75.05854533712338
2025-03-02 11:38:37.145,87.83698024687818,217.01634172103752,76.55445664697092
2025-03-02 11:38:37.287,90.82000189438202,224.40966962573995,77.57743777792822
2025-03-02 11:38:37.367,92.49601377398085,228.5547975952857,78.22245882089955
2025-03-02 11:38:37.429,93.79598741247108,231.7718575226519,79.26442939400613
2025-03-02 11:38:37.618,97.76529920109171,241.61175076136027,81.39459454429057
2025-03-02 11:38:37.723,99.97175548668082,247.0886665026011,83.77062096763046
2025-03-02 11:38:37.855,102.74376084931438,253.9640065676054,85.12748816966116
2025-03-02 11:38:37.942,104.57095694154899,258.49876207008526,86.39835629805478
2025-03-02 11:38:38.135,108.62465691709622,268.5674927280419,87.95638053456905
2025-03-02 11:38:38.450,115.2361179627748,284.88910492960844,90.30697502919635
2025-03-02 11:38:38.578,117.92323159313325,291.5606290592091,92.35200943931781
2025-03-02 11:38:38.706,120.60962876347455,298.234551334901,94.88408411861451
2025-03-02 11:38:38.805,122.68651541554414,303.40027234410616,96.12795765380199
2025-03-02 11:38:38.963,126.00898005832389,311.5677771045735,96.44017555071159
2025-03-02 11:38:38.979,126.34499782240518,312.3988593373431,96.4325946372341
2025-03-02 11:38:39.066,128.17209441459724,316.91786897802746,96.5171943462023
2025-03-02 11:38:39.195,130.8812376375027,323.61846947973197,96.68697556018671
2025-03-02 11:38:39.253,132.09930203229737,326.6311425735216,96.72797164568993
2025-03-02 11:38:39.376,134.66338943359222,333.18107154255136,98.03197209336994
2025-03-02 11:38:39.719,141.2162596444377,355.52131650927254,98.30682622922373
2025-03-02 11:38:39.795,142.61716198869524,360.81321490708655,97.92287695733992
2025-03-02 11:38:39.885,144.30502016357917,366.910601773182,97.76086089797157
2025-03-02 11:38:39.992,146.2571881122735,374.5697616236678,97.55108941169986
2025-03-02 11:38:40.278,151.30988444640653,396.29345620197023,97.88948100253096
2025-03-02 11:38:40.384,153.12693465293094,404.7238479856566,97.72362889763966
2025-03-02 11:38:40.830,160.38917179871348,442.8984719593488,97.7060747458591
2025-03-02 11:38:40.935,162.0265846483643,452.4324458354697,97.46154878283174
2025-03-02 11:38:41.049,163.80865318791618,462.78627120803844,97.68148003878999
2025-03-02 11:38:41.127,165.0165827417519,469.9380319220484,97.2306601377619
2025-03-02 11:38:41.395,169.07014784080647,495.3576898504298,97.17831390228163
2025-03-02 11:38:41.484,170.37532157971125,504.13165547001466,97.06785038877538
2025-03-02 11:38:41.627,172.4473677409738,518.4420758201321,96.88948731371798
2025-03-02 11:38:41.729,173.91319529275606,528.7715216500744,96.6505756474505
2025-03-02 11:38:41.843,175.52460518855736,540.5695631696072,96.24477213611114
2025-03-02 11:38:42.152,179.77855747584127,573.6731782303445,96.14738326231571
2025-03-02 11:38:42.267,181.31630242091737,586.4292111439651,95.54331646378454
2025-03-02 11:38:42.355,182.55275885419866,595.6526697900352,95.23064883314784
2025-03-02 11:38:42.461,183.98318223517504,607.406374881719,95.21109823346865
2025-03-02 11:38:42.675,186.84446076018102,631.4153858870899,95.38200818236203
2025-03-02 11:38:42.781,188.2237841120715,643.6948852257127,95.40655068841255
2025-03-02 11:38:42.978,190.77447899755214,666.6305080587803,95.38636411661622
2025-03-02 11:38:43.037,191.49995033503387,673.9085311109236,95.47168984207563
2025-03-02 11:38:43.089,192.1286935974869,680.4268092661838,95.34967513142408
2025-03-02 11:38:43.278,194.55174735031358,702.7142202756077,95.45038713000692
2025-03-02 11:38:43.378,195.84392017172982,714.3935096389804,95.58523547951029
2025-03-02 11:38:43.481,197.1604410347681,726.5678597277248,95.68230219962528
2025-03-02 11:38:43.586,198.45511265760192,739.4412320687591,96.41531964336208
2025-03-02 11:38:43.699,199.8016341082471,753.6414861757465,97.38931368497649
2025-03-02 11:38:43.792,200.88298257971076,765.4570380579138,97.23053003943527
2025-03-02 11:38:43.906,202.17745092948257,780.196261383789,97.42977423620553
2025-03-02 11:38:44.019,203.4200059317643,795.0944833414117,97.67298123449362
2025-03-02 11:38:44.128,204.58253696364096,809.7055482044084,97.32249747611405
2025-03-02 11:38:44.213,205.4832876908216,821.1765641266317,97.37247549294797
2025-03-02 11:38:44.415,207.50585851934264,849.3107737212758,97.49427120543315
2025-03-02 11:38:44.519,208.50844302825945,864.0829069935633,97.38716168430831
2025-03-02 11:38:44.621,209.47462117796562,878.7139310124603,97.2451780726194
2025-03-02 11:38:44.833,211.40301213458588,909.7670567130056,97.02121008633667
2025-03-02 11:38:44.935,212.28954191618303,925.0637538064296,96.53354424009483
2025-03-02 11:38:45.133,213.98222858658556,955.1033170739813,96.62032540984538
2025-03-02 11:38:45.254,214.9748980463227,973.7809983612406,96.96818328883872
2025-03-02 11:38:45.338,215.65598688987015,986.8011097916501,96.74093515115507
2025-03-02 11:38:45.445,216.51079423969026,1003.5154812634798,96.23956858411333
2025-03-02 11:38:45.549,217.3203076281623,1020.008413079797,95.98568584671132
2025-03-02 11:38:45.707,218.56686676792302,1044.9504632882172,95.76833644971082
2025-03-02 11:38:46.028,220.86485543775024,1097.9206202572448,96.04332419523288
2025-03-02 11:38:46.133,221.57522869381233,1115.6173522872032,95.55466508492066
2025-03-02 11:38:50.538,254.9183257552172,1824.8960673718975,96.4422451271877
